"index","timeReal","AccYHip","GyroYHip","AccYKnee","GyroYKnee","Occupancy"
1317,41886,3408,2305,-2512,5249,0
1318,41918,3156,2896,-2052,4866,0
1319,41950,1056,3733,228,7194,0
1320,41987,464,2269,2452,6671,0
1321,42017,1608,2207,1836,6614,0
1322,42049,-1140,-731,-2384,2242,0
1323,42081,1452,-3149,-1448,2539,0
1324,42113,-2148,-1230,9560,1101,0
1325,42143,-3200,-548,1708,2974,0
1326,42175,6300,1523,4560,2539,0
1327,42207,3624,-1007,2316,3065,0
1328,42238,-1620,-1072,3888,2941,0
1329,42269,-3388,-1198,1060,3588,0
1330,42301,-3104,-459,228,1765,0
1331,42333,-1164,-40,-164,1748,0
1332,42363,-264,-552,332,1046,0
1333,42395,-912,-1034,816,794,0
1334,42427,-2256,-1820,3292,163,0
1335,42463,-1420,-1017,104,600,0
1336,42493,-1348,-916,1096,131,0
1337,42525,-1920,-606,476,109,0
1338,42556,-3588,-1710,1196,-205,0
1339,42588,-2220,-2061,1520,-39,0
1340,42619,-1820,-2108,2120,-556,0
1341,42651,-2320,-2682,2272,-450,0
1342,42682,-1756,-2917,3344,-1174,0
1343,42714,-724,-2559,4384,-1366,0
1344,42745,1188,-2611,5656,-1602,0
1345,42777,1792,-2931,8272,-1777,0
1346,42808,968,-4778,13316,-3622,0
1347,42840,-820,-3351,12004,-5568,0
1348,42871,-424,884,-104,-8571,0
1349,42908,-2136,2597,-17524,-2843,0
1350,42940,-3704,1702,-10208,-3974,0
1351,42972,128,5448,-3248,1198,0
1352,43003,1840,7506,-10616,5012,0
1353,43034,2468,5521,-16588,-5632,0
1354,43066,2784,4150,-19508,-5685,0
1355,43098,448,1132,-6928,-7524,0
1356,43129,-240,853,-3280,-1901,0
1357,43160,-3516,3817,4852,5775,0
1358,43192,-1844,4851,-3932,5300,0
1359,43224,3452,4148,1096,2995,0
1360,43255,7720,1752,3564,2012,0
1361,43286,7672,1725,2120,1192,0
1362,43318,6220,2268,8088,1792,0
1363,43354,8336,1759,12940,2933,0
1364,43385,8128,5658,360,2743,0
1365,43416,5600,4345,14160,6453,0
1366,43448,-1836,-2659,19604,1498,0
1367,43480,8,247,-5736,9054,0
1368,43510,4760,6424,-8348,4822,0
1369,43542,-7192,-2102,992,1640,0
1370,43575,-520,2637,5324,2194,0
1371,43613,1888,-387,-1204,3488,0
1372,43644,-2876,-506,-380,2095,0
1373,43676,-4188,902,3424,1516,0
1374,43708,-1760,1210,1112,2159,0
1375,43739,-1260,926,72,682,0
1376,43770,-1124,537,3072,-386,0
1377,43801,-1328,158,3040,517,0
1378,43839,-1244,132,1940,734,0
1379,43870,-840,-757,3588,1177,0
1380,43901,-1992,-404,3008,1622,0
1381,43933,-1636,-548,764,2027,0
1382,43964,-1412,-433,2336,1736,0
1383,43996,192,-952,2688,1886,0
1384,44027,1452,-624,4108,1985,0
1385,44059,444,-1100,3696,2846,0
1386,44090,948,-1839,3552,3251,0
1387,44122,2524,-2030,6928,3246,0
1388,44153,1548,-4090,8188,2833,0
1389,44185,-956,-6065,5676,567,0
1390,44216,-3096,-6195,-7280,-5036,0
1391,44248,-2548,-3841,-15332,-1988,0
1392,44279,2608,-1681,-8472,3613,0
1393,44316,6572,-40,-8472,740,0
1394,44347,4112,-1626,-10024,-2646,0
1395,44379,120,-4001,-6896,-5745,0
1396,44410,1900,-4105,604,612,0
1397,44441,1252,-3506,-7528,-580,0
1398,44473,1148,-3329,-8996,-5098,0
1399,44505,876,-1692,-5244,-10839,0
1400,44536,1564,-140,2456,-7449,0
1401,44568,3696,553,2496,-4738,0
1402,44599,6252,950,4152,-4585,0
1403,44631,9376,596,8548,-4003,0
1404,44662,12268,-2285,14680,-392,0
1405,44694,11948,-222,9900,205,0
1406,44726,5316,3944,636,3029,0
1407,44756,2380,5076,8072,7104,0
1408,44793,2244,986,6716,5291,0
1409,44825,4532,567,-6408,3968,0
1410,44857,928,3442,-600,6780,0
1411,44888,-5092,-2251,6352,2616,0
1412,44919,3092,1458,2692,6109,0
1413,44951,4152,-479,-1600,2367,0
1414,44983,-808,-812,2600,2570,0
1415,45014,-2240,-420,188,2686,0
1416,45045,-2664,22,-868,1475,0
1417,45077,-1012,-136,2000,1172,0
1418,45108,-1220,-367,2048,1230,0
1419,45139,-1332,-297,2932,1210,0
1420,45171,-768,-400,3800,1722,0
1421,45203,-204,-537,2904,1773,0
1422,45234,-1084,-150,1076,1726,0
1423,45271,-2272,118,864,1448,0
1424,45301,-2032,97,2576,1352,0
1425,45333,-944,-511,3576,1315,0
1426,45364,484,-973,5176,1073,0
1427,45395,956,-1391,6452,1332,0
1428,45427,-64,-1299,8108,1733,0
1429,45458,760,-2690,9836,2012,0
1430,45490,976,-5064,8004,1170,0
1431,45520,88,-7135,6920,-3845,0
1432,45552,-5688,-4555,-4492,-5301,0
1433,45584,-3964,-1271,-11524,-940,0
1434,45616,1044,1000,-5284,-90,0
1435,45647,3156,4000,-8564,-339,0
1436,45678,1052,4408,-9100,-1024,0
1437,45716,2680,3676,-18176,-3268,0
1438,45747,1184,2713,-12828,-2813,0
1439,45778,816,2377,-10612,-4071,0
1440,45810,-352,1943,-8212,-2960,0
1441,45842,-1908,2905,-1952,-851,0
1442,45874,-1192,5020,1080,1922,0
1443,45904,3176,4722,1420,1025,0
1444,45936,8016,2160,5728,-32,0
1445,45968,9724,1716,5532,-15,0
1446,45999,8880,1343,13264,192,0
1447,46030,10512,2026,3056,-146,0
1448,46062,2748,1729,-1204,2070,0
1449,46093,16,158,15156,1811,0
1450,46125,-1000,-1415,5296,1984,0
1451,46156,3372,2162,-6852,4211,0
1452,46192,-1492,-177,156,3006,0
1453,46224,-416,406,4740,1308,0
1454,46255,500,-582,1616,2520,0
1455,46286,-1848,-928,764,1158,0
1456,46317,-1932,394,3340,982,0
1457,46349,-1624,1347,580,1494,0
1458,46381,-1136,1323,564,639,0
1459,46411,-980,810,2684,351,0
1460,46443,-372,421,2456,830,0
1461,46474,352,66,1892,1000,0
1462,46505,-84,-77,2260,1307,0
1463,46536,-1628,56,1392,1667,0
1464,46568,-2804,57,1596,1457,0
1465,46600,-2324,70,1800,1504,0
1466,46630,-1092,-430,2716,1379,0
1467,46662,-592,-679,3072,1217,0
1468,46699,-680,-677,2032,1842,0
1469,46731,-2688,-786,2752,1949,0
1470,46761,-1648,-1230,3240,2720,0
1471,46793,1508,-1674,4936,2720,0
1472,46825,288,-1948,7976,3325,0
1473,46856,-328,-3644,8172,2058,0
1474,46887,-2800,-4866,3272,619,0
1475,46919,-5392,-4758,-4816,-2665,0
1476,46951,-4800,-2187,-18116,-1393,0
1477,46983,-1344,106,-13528,2491,0
1478,47013,3472,2856,-9480,715,0
1479,47045,3088,2703,-5840,1362,0
1480,47077,1828,-374,-8448,2883,0
1481,47109,1400,-3003,-6920,8641,0
1482,47144,436,-4376,-10820,8525,0
1483,47175,1284,-3623,-12196,1384,0
1484,47207,416,-2089,-3240,-5001,0
1485,47239,552,395,1640,331,0
1486,47270,1992,1891,-2136,2174,0
1487,47301,5388,3093,3288,-2405,0
1488,47333,9444,1771,5136,-3213,0
1489,47365,14024,1142,17452,-60,0
1490,47395,11872,-392,7348,-382,0
1491,47427,7080,4802,1728,2531,0
1492,47459,340,-565,15304,2168,0
1493,47490,-3292,-395,5528,3527,0
1494,47522,3048,3489,-5808,5233,0
1495,47561,-3232,-3,-3212,1643,0
1496,47593,1616,-259,6860,-66,0
1497,47630,472,-1126,744,3248,0
1498,47662,-2228,-817,-3420,410,0
1499,47693,-2380,242,2848,-202,0
1500,47724,-344,362,3572,1264,0
1501,47756,376,-118,1500,261,0
1502,47787,-32,-704,4176,-369,0
1503,47818,416,-979,3880,346,0
1504,47850,948,-613,2804,694,0
1505,47882,-688,-525,3028,1335,0
1506,47912,-1060,-492,3260,1581,0
1507,47944,-1172,166,4248,1743,0
1508,47976,-1352,291,4032,1628,0
1509,48008,-1352,-46,6092,1149,0
1510,48039,-508,-1023,6256,1957,0
1511,48070,4108,-2169,8572,2929,0
1512,48107,4060,-4113,9352,3643,0
1513,48138,-736,-7206,8192,2127,0
1514,48169,-4600,-7759,3660,-3084,0
1515,48201,-6328,-5962,-15824,-3566,0
1516,48233,-2872,-814,-10556,1583,0
1517,48265,5164,2549,-7404,-1303,0
1518,48296,6360,3239,-7948,-1866,0
1519,48328,4360,881,-4640,-1890,0
1520,48359,-924,164,-2748,-74,0
1521,48391,-288,-1324,-7216,2703,0
1522,48422,412,-428,-9520,-2975,0
1523,48454,1136,-353,-8232,-6802,0
1524,48485,-388,1601,2004,-4653,0
1525,48517,244,2842,512,-2341,0
1526,48553,3648,4594,6900,-3422,0
1527,48585,12548,-468,8700,-1261,0
1528,48617,17320,-2102,16828,-225,0
1529,48649,8912,95,968,2006,0
1530,48679,-1744,4936,-480,6513,0
1531,48711,-52,-276,13496,3197,0
1532,48743,3672,-1743,2256,3590,0
1533,48775,2228,4273,-3072,5484,0
1534,48806,-2788,673,780,5185,0
1535,48837,1928,465,1880,2153,0
1536,48869,1036,-33,1908,3536,0
1537,48901,-3088,-746,-1620,3231,0
1538,48932,-2756,88,-272,1580,0
1539,48963,-1576,668,764,1450,0
1540,48995,-616,478,628,940,0
1541,49027,-1068,220,2328,599,0
1542,49062,-688,231,3880,933,0
1543,49094,284,387,3188,1476,0
1544,49126,-168,76,1688,1808,0
1545,49158,-2152,-20,1272,1735,0
1546,49189,-2496,203,-28,1905,0
1547,49221,-2108,-386,1120,1425,0
1548,49254,-1560,-646,4036,1225,0
1549,49286,-108,-1144,3956,1290,0
1550,49317,-1132,-624,5268,1624,0
1551,49349,156,-1795,7032,2002,0
1552,49381,2572,-2433,9708,1901,0
1553,49413,2456,-5566,9296,775,0
1554,49445,-1744,-7217,9732,-3315,0
1555,49477,-5800,-5580,452,-2672,0
1556,49509,-4196,-735,-13656,-830,0
1557,49547,3292,1062,-12268,-2439,0
1558,49579,4556,2990,-12268,-4152,0
1559,49611,1172,1817,-7336,-3723,0
1560,49643,392,1113,-10160,-4499,0
1561,49675,324,930,-9960,-2876,0
1562,49707,-220,78,-10120,-1694,0
1563,49738,204,1263,-8472,-4578,0
1564,49771,-1088,2294,-4560,-5535,0
1565,49803,-728,4164,1780,-303,0
1566,49835,1552,3192,228,1145,0
1567,49866,5212,1150,2272,-2094,0
1568,49898,9920,1260,13516,-628,0
1569,49931,17000,3232,26884,248,0
1570,49963,10872,4748,-4520,6012,0
1571,49998,4760,6057,-6036,4911,0
1572,50031,-1052,-1356,22040,-642,0
1573,50063,36,-348,-180,5274,0
1574,50095,4492,2868,-8712,5390,0
1575,50126,-7492,-1096,-2408,2845,0
1576,50158,-1744,203,7444,2135,0
1577,50190,5884,-668,1216,2858,0
1578,50223,-1928,-797,-552,1940,0
1579,50254,-4348,690,3428,804,0
1580,50286,-1092,1092,1996,1486,0
1581,50318,680,522,668,1435,0
1582,50350,-284,75,3728,950,0
1583,50381,-368,83,4144,1161,0
1584,50413,308,-297,2948,1195,0
1585,50445,-756,-427,3188,1423,0
1586,50483,-2808,-121,1512,1748,0
1587,50514,-2452,-13,1276,1393,0
1588,50546,-1240,-43,1580,1227,0
1589,50578,-708,-535,3624,835,0
1590,50610,-736,-714,2720,902,0
1591,50641,-1084,-1409,4372,1307,0
1592,50673,-1128,-1184,5472,2208,0
1593,50706,2108,-2665,6596,2042,0
1594,50738,2224,-4511,9164,1612,0
1595,50769,1808,-6827,11960,247,0
1596,50801,1096,-7476,8188,-4043,0
1597,50833,-4684,-4986,-4276,-1423,0
1598,50866,-2684,574,-13724,-486,0
1599,50897,3464,2521,-11760,-1838,0
1600,50929,5640,5054,-9868,-4052,0
1601,50966,1912,3140,-7016,-3418,0
1602,50998,-892,2173,-5068,-8679,0
1603,51030,672,1600,-7572,453,0
1604,51061,404,1158,-7320,-1554,0
1605,51093,660,1250,-9312,-3482,0
1606,51125,-172,2118,-6468,-6714,0
1607,51156,-36,1822,1712,-3872,0
1608,51189,2160,2946,4428,-2065,0
1609,51221,7736,2566,4948,-2882,0
1610,51253,14072,1622,21932,2488,0
1611,51284,14456,530,6588,921,0
1612,51316,4428,5488,-5484,3860,0
1613,51349,1952,2554,11436,7796,0
1614,51381,248,-2733,6992,2223,0
1615,51418,3312,6570,-3652,5932,0
1616,51449,-5756,-2697,-3856,5556,0
1617,51482,-1212,2240,2632,3922,0
1618,51522,6216,-660,-392,3049,0
1619,51554,-2472,-1918,-1972,2924,0
1620,51586,-4764,-233,604,1042,0
1621,51618,-1604,862,1328,1875,0
1622,51650,544,493,472,1380,0
1623,51682,-464,-59,2340,471,0
1624,51714,-752,-157,3520,784,0
1625,51745,148,-526,2232,1208,0
1626,51777,180,-760,2028,1259,0
1627,51809,-1320,-194,2420,1771,0
1628,51842,-1512,164,2356,1640,0
1629,51873,-1984,443,5564,1610,0
1630,51910,-1256,-736,4332,1280,0
1631,51942,-288,-1024,4912,1161,0
1632,51974,168,-1448,6048,1703,0
1633,52005,2148,-1906,9064,2236,0
1634,52037,2436,-3804,8760,2518,0
1635,52070,36,-6180,7808,1182,0
1636,52102,-4624,-6716,3048,-4789,0
1637,52133,-5852,-5808,-10452,-3353,0
1638,52166,-3760,-1106,-14204,-767,0
1639,52198,4140,2053,-7468,-62,0
1640,52230,6120,4582,-7888,-350,0
1641,52262,4248,1979,-7736,-216,0
1642,52294,-360,388,-9288,-1908,0
1643,52326,-220,-878,-7220,3262,0
1644,52358,92,467,-8560,-1895,0
1645,52396,-244,1243,-5936,-4298,0
1646,52427,-1424,2782,932,-1874,0
1647,52459,256,3767,940,-712,0
1648,52491,4380,4805,6272,-781,0
1649,52524,12376,1706,8892,346,0
1650,52555,15188,498,22124,1931,0
1651,52587,14308,1794,2740,2389,0
1652,52620,1824,5045,-3424,3689,0
1653,52652,2296,1751,18320,7215,0
1654,52683,-1168,-707,7260,2492,0
1655,52716,7468,1806,-4808,7519,0
1656,52748,-4664,-2180,-5140,4189,0
1657,52780,-4956,2676,3920,2952,0
1658,52811,4760,465,4524,3567,0
1659,52844,1084,-1392,-1344,2200,0
1660,52880,-4716,-894,1360,1587,0
1661,52912,-3160,667,2156,2038,0
1662,52943,464,816,1196,1397,0
1663,52975,612,141,2816,627,0
1664,53007,496,-247,4352,306,0
1665,53040,2092,-592,3704,989,0
1666,53071,532,-421,3788,990,0
1667,53103,-660,-570,2728,1478,0
1668,53135,-1376,-350,1988,1275,0
1669,53167,-2072,381,2264,1530,0
1670,53198,-2764,298,3116,1270,0
1671,53231,-2024,-219,3484,1306,0
1672,53263,-712,-588,2968,1385,0
1673,53295,-1508,-699,4912,1495,0
1674,53326,656,-1694,6624,1404,0
1675,53364,2536,-2796,8656,2438,0
1676,53396,2572,-5458,8456,1785,0
1677,53428,-2372,-8177,6904,-1176,0
1678,53460,-6992,-7371,3176,-5523,0
1679,53492,-5584,-3326,-17664,-2927,0
1680,53524,500,429,-11540,796,0
1681,53557,6000,4301,-11644,-1065,0
1682,53588,5216,4464,-9984,-1746,0
1683,53620,1504,1991,-7228,-2870,0
1684,53652,1300,1136,-11028,-4057,0
1685,53685,-76,-196,-6372,-1337,0
1686,53716,44,824,-5564,-282,0
1687,53748,-200,1093,-5668,-2849,0
1688,53780,-584,3253,-1424,-2196,0
1689,53817,1632,3626,1984,-1726,0
1690,53849,6960,1582,4840,-1546,0
1691,53880,11084,1425,15316,1611,0
1692,53912,12568,1688,19960,1152,0
1693,53944,11568,2711,788,3796,0
1694,53976,2848,4919,-3572,5230,0
1695,54008,2968,3109,20892,6097,0
1696,54040,816,-1990,1696,3878,0
1697,54072,2716,6026,-5220,6343,0
1698,54104,-5340,-2314,2016,4989,0
1699,54136,-1868,2680,2428,3439,0
1700,54168,5984,-94,832,3264,0
1701,54200,276,-1644,56,1780,0
1702,54232,-4056,-737,1096,2369,0
1703,54263,-3276,356,-528,1565,0
1704,54300,-172,595,1588,1015,0
1705,54332,-920,548,2492,684,0
1706,54365,-532,343,3412,528,0
1707,54396,-252,-50,3320,1001,0
1708,54428,-652,-96,3292,1269,0
1709,54460,-1516,-94,2408,1404,0
1710,54492,-2060,140,2172,1348,0
1711,54523,-2008,460,2028,1379,0
1712,54555,-1808,-162,2628,1296,0
1713,54587,-1020,-829,2740,1279,0
1714,54619,-408,-792,3032,1416,0
1715,54651,-1836,-848,4872,1862,0
1716,54683,-1312,-1439,5628,2283,0
1717,54715,1588,-3110,6612,2330,0
1718,54747,2168,-4727,6100,2731,0
1719,54782,-80,-6157,7516,883,0
1720,54815,-5556,-5916,3708,-3389,0
1721,54847,-6212,-4699,-13020,-3061,0
1722,54879,-3316,958,-16700,-691,0
1723,54912,3352,2849,-11224,-1307,0
1724,54943,5536,4258,-8860,1238,0
1725,54975,3776,2122,-7444,-2182,0
1726,55007,-360,-400,-11520,-2211,0
1727,55038,388,-2908,-6452,3126,0
1728,55071,680,-1416,-7264,1750,0
1729,55103,112,-958,-6556,-759,0
1730,55135,-440,504,-1444,-2993,0
1731,55166,744,2353,2856,-906,0
1732,55198,3956,2788,4276,-1678,0
1733,55227,9904,2136,2264,-3614,0
1734,55260,11932,1540,16136,551,0
1735,55291,10740,1111,14532,-688,0
1736,55323,9960,3681,808,1999,0
1737,55355,1128,2116,-832,3294,0
1738,55387,576,1489,17804,2586,0
1739,55418,2116,-144,1212,3558,0
1740,55450,5480,2883,-1172,4490,0
1741,55483,-4492,-2405,976,2739,0
1742,55516,-568,2715,4096,2755,0
1743,55555,4588,-475,148,3155,0
1744,55586,-968,-1281,1528,1539,0
1745,55618,-3536,-213,2876,2586,0
1746,55650,-3240,466,376,1903,0
1747,55683,-1168,1045,284,968,0
1748,55719,-24,842,2248,388,0
1749,55751,36,305,2904,293,0
1750,55783,60,48,3392,653,0
1751,55815,-604,59,4368,1172,0
1752,55847,-1704,-46,2412,1539,0
1753,55879,-1924,331,2148,1271,0
1754,55911,-2820,181,1152,1383,0
1755,55943,-1604,290,852,1363,0
1756,55975,-444,-103,3240,1253,0
1757,56007,-220,-783,3508,1401,0
1758,56039,-1100,-838,3140,1951,0
1759,56071,-1500,-1019,3756,2300,0
1760,56103,480,-2247,3572,2523,0
1761,56135,2176,-2545,5828,2439,0
1762,56167,2572,-4459,4352,2698,0
1763,56200,-900,-6356,8652,348,0
1764,56236,-5728,-7626,2800,-4659,0
1765,56267,-3120,-5701,-13372,-2307,0
1766,56300,-3672,-1769,-15176,-699,0
1767,56332,1452,854,-10576,-2514,0
1768,56365,2548,1961,-8100,-2492,0
1769,56396,2048,1311,-10976,-5202,0
1770,56428,84,2,-4548,-5701,0
1771,56460,1336,-83,-6288,-254,0
1772,56492,1428,727,-6424,-905,0
1773,56524,380,308,-6296,-3783,0
1774,56556,-100,202,-860,-2573,0
1775,56588,-120,1835,2832,-801,0
1776,56620,3596,1791,1900,-829,0
1777,56651,7040,511,7132,-433,0
1778,56689,8744,-903,19532,-215,0
1779,56721,9620,-254,2012,1475,0
1780,56753,2468,3954,-5424,2240,0
1781,56785,1936,2140,2884,3649,0
1782,56817,872,1782,15708,2962,0
1783,56849,2792,-279,4304,3500,0
1784,56881,4532,4629,-6392,3882,0
1785,56913,-2756,-760,-1556,3734,0
1786,56945,-1256,1830,3732,2064,0
1787,56977,1720,620,1848,1889,0
1788,57009,1248,-543,3576,2196,0
1789,57040,120,-480,6540,2588,0
1790,57072,-900,-186,3424,2376,0
1791,57105,-1840,109,1308,1333,0
1792,57137,-2560,853,1328,823,0
1793,57172,-948,635,1236,495,0
1794,57204,672,201,2644,306,0
1795,57236,356,-149,4580,108,0
1796,57268,900,-156,4788,247,0
1797,57299,-12,-145,4156,289,0
1798,57331,-136,614,2912,367,0
1799,57363,-2160,364,2256,340,0
1800,57395,-2324,-49,2420,155,0
1801,57427,-776,257,1760,130,0
1802,57458,-868,37,528,97,0
1803,57490,-1024,-191,1148,24,0
1804,57523,-1552,89,560,1,0

